Fullname,Nationality,Age,Club,Caps,Goals,Date Joined,Contract Ends,,Birthsday,Start year,Best position,Goalkeeper,Defender Central,Defender Right,Defender Left,Wingback right,Wingback left,Defensive midfielder,Midfielder Central,Midfielder right,Midfielder left,Attacking Midfielder Central,Attacking Midfielder right,Attacking Midfielder left,Center Forward,Right Forward,Left Forward,Goalkeeper,Sweeper,Defender,Defensive midfield,Midfield Center,Support,Attack,Right,Left,Centre,Ability,Potential,Reputation,Big Occasion,Character,Consistency,Technique,Passing,Heading,Shooting,Flair,Dribbling,Tackling,Stamina,Strenght,Pace,Jumping,Inj Prone %,Set Pieces,Positioning,Off The Ball,Marking,Creativity,Adaptability,Aggression,Determination,Dirtyness,Influence
Steve Thornber,England,30,Free Transfer,0,0,,,,11-10-1965,01-07-1996,,0,50,0,50,0,0,0,50,0,50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,55,0,30,0,0,0,0,0,0,0,0,0,75,0,0,45,0,0,0,0,70,0,0,0,0,0,0,0
Mark Thornton,England,19,Free Transfer,0,0,,,,17-11-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
Lee Thorpe,England,20,Free Transfer,0,0,,,,14-12-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Tilson,England,29,Free Transfer,0,0,,,,27-7-1966,01-07-1996,,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,106,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Timons,England,21,Free Transfer,0,0,,,,8-12-1974,01-07-1996,,0,50,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,60,0,35,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
John Tinkler,England,27,Free Transfer,0,0,,,,24-8-1968,01-07-1996,,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Andy Toman,England,34,Free Transfer,0,0,,,,7-3-1962,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graeme Tomlinson,England,20,Free Transfer,0,0,,,,10-12-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,0,50,100,0,100,0,0,0,0,0,1,2,0,1,2,0,-1,60,0,0,8,70,60,50,75,20,20,50,85,75,55,0,65,0,75,75,30,0,60,65,75,0,50
Alan Tonge,England,24,Free Transfer,0,0,,,,25-2-1972,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Manzi,Brazil,27,Free Transfer,0,0,,,,28-4-1969,01-07-1996,,0,100,0,100,0,50,50,50,0,50,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,139,162,134,10,9,18,55,60,70,60,65,65,55,50,50,0,0,0,55,55,55,50,70,60,40,45,45,65
Alexander Totten,England,19,Free Transfer,0,0,,,,1-10-1976,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,88,95,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Tovey,England,22,Free Transfer,0,0,,,,5-12-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quentin Townsend,England,19,Free Transfer,0,0,,,,13-2-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Townsend,England,20,Free Transfer,0,0,,,,1-7-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
Neil Trebble,England,27,Free Transfer,0,0,,,,16-2-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,1,60,0,35,0,0,0,0,0,80,0,0,0,0,0,85,40,0,0,0,0,0,0,0,0,0,0,0,0
Robert Trees,England,18,Free Transfer,0,0,,,,18-12-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,10,0,0,0,0,0,50,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Simon Trevitt,England,28,Free Transfer,0,0,,,,20-12-1967,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,82,110,59,3,7,11,35,5,45,20,15,40,60,45,70,40,0,80,30,20,30,40,65,10,65,75,45,20
Jason Trinder,England,26,Free Transfer,0,0,,,,3-3-1970,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Robin Trott,England,21,Free Transfer,0,0,,,,17-8-1974,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Turner,England,37,Free Transfer,0,0,,,,15-9-1958,01-07-1996,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Jos? Luis Zand≠o,Spain,29,Free Villarreal,0,0,,,,1-6-1967,01-07-1996,,0,50,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,85,125,85,0,0,0,0,0,75,35,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,60,0
Rodr≠guez ??igo,Spain,20,Free Zaragoza,0,0,,,,18-8-1975,01-07-1996,,0,0,0,0,0,0,0,100,100,100,50,50,50,0,0,0,0,0,0,0,2,1,0,1,1,2,110,175,85,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Damir Buric,Croatia,31,Freiburg,0,0,,,,7-7-1964,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,115,0,120,0,0,14,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Schumann,Germany,19,Freiburg,0,0,,,,13-2-1977,01-07-1996,,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Jorn Schwinkendorf,Germany,25,Freiburg,0,0,,,,27-1-1971,01-07-1996,,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,116,146,121,12,12,14,50,50,60,35,45,35,0,40,45,0,0,0,35,55,45,55,40,45,65,60,50,50
Uwe Wassmer,Germany,30,Freiburg,0,0,,,,22-1-1966,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,2,2,1,1,2,124,169,135,12,11,14,65,65,65,65,50,50,45,50,50,45,0,0,70,50,40,45,70,75,50,50,40,50
Marco Wei†haupt,Germany,24,Freiburg,0,0,,,,24-6-1972,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,50,50,0,0,0,0,0,2,2,1,2,0,2,122,144,102,9,13,10,45,50,50,45,50,65,55,45,50,0,0,0,40,45,45,45,55,40,60,40,45,35
Bosko Boskovic,Slovenia,27,Freiburg,19,0,7,,,12-1-1969,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miran Pavlin,Slovenia,24,Freiburg,0,0,,,,8-10-1971,01-07-1996,,0,0,0,0,50,50,50,100,100,100,50,50,50,0,0,0,0,0,0,1,2,1,0,1,2,2,120,0,124,10,8,16,60,55,55,45,60,55,45,50,0,45,0,50,50,50,0,40,60,0,50,45,45,45
Medhi Ben Slimane,Tunisia,23,Freiburg,21,0,,,,5-1-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Zoubier Beya,Tunisia,25,Freiburg,32,0,,,,15-5-1971,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouene Guezmir,Tunisia,22,Freiburg,0,0,,,,6-5-1974,01-07-1996,,0,0,0,0,0,0,0,100,0,0,50,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
Gaoussou Diallo,Mali,18,Freiburg,0,0,,,,13-6-1978,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,2,2,0,0,2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandr Iashvili,Georgia,18,Freiburg,0,0,,,,23-10-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,131,0,0,0,0,12,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Kaufmann,Germany,22,Freiburg,0,0,,,,6-10-1973,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boubacar Diarra,Mali,16,Freiburg,0,0,,,,15-7-1979,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Buchheit,Germany,19,Freiburg,0,0,,,,12-1-1977,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,2,2,0,2,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timo Reus,Germany,22,Freiburg,0,0,,,,2-5-1974,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Herz,Germany,20,Freiburg,0,0,,,,10-2-1976,01-07-1996,,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Mehmet GÅnes,Turkey,17,Freiburg,0,0,,,,23-11-1978,01-07-1996,,0,0,0,0,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,0,1,2,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Bornemann,Germany,24,Freiburg,0,0,,,,15-9-1971,01-07-1996,,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
Michael Frontzeck,Germany,32,Freiburg,19,0,,,,26-3-1964,01-07-1996,,0,0,0,100,0,50,0,0,0,100,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,125,160,120,0,3,15,0,0,0,0,0,0,85,0,0,0,0,0,0,100,0,0,0,0,75,0,70,0
Torben Hoffmann,Germany,21,Freiburg,0,0,,,,27-10-1974,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,118,140,0,15,14,10,50,55,50,40,60,45,0,45,50,45,0,0,50,0,50,45,45,40,50,70,40,60
Dietmar Hummel,Germany,22,Freiburg,0,0,,,,20-10-1973,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,106,145,100,10,11,14,60,50,45,0,0,0,65,45,40,0,0,0,60,55,45,0,45,50,60,50,40,45
Ralf Kohl,Germany,30,Freiburg,0,0,,,,28-10-1965,01-07-1996,,0,100,100,100,0,0,0,100,100,100,50,50,50,0,0,0,0,0,2,0,2,1,0,2,1,1,121,168,116,8,8,10,65,45,55,65,55,65,55,45,45,90,0,0,40,50,65,70,50,40,50,60,55,45
Steffen Korell,Germany,24,Freiburg,0,0,,,,27-10-1971,01-07-1996,,0,0,0,0,0,50,50,100,0,100,50,0,50,0,0,0,0,0,0,1,2,1,0,0,1,2,118,136,87,7,6,0,0,0,0,0,0,0,0,50,0,80,0,0,0,0,0,0,0,0,0,0,0,100
Stefan MÅller,Germany,22,Freiburg,0,0,,,,8-3-1974,01-07-1996,,0,100,100,0,50,0,50,100,100,0,0,0,0,0,0,0,0,1,2,1,2,0,0,2,0,2,120,160,113,8,7,8,50,45,45,40,45,50,55,55,50,35,0,0,45,60,50,55,45,40,50,45,50,35
Daouda Faye,France,26,Fr?jus,0,0,,,,23-1-1970,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,98,115,91,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Christophe Lestrade,France,26,Fr?jus,0,0,,,,19-10-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,0,0,50,0,0,0,0,0,0,0,2,1,0,0,2,113,120,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo Casper Andersen,Denmark,26,Frem,0,0,,,,5-2-1970,01-07-1996,,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,2,2,2,1,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ren? Henriksen,Denmark,23,Frem,0,0,,,,13-3-1973,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,88,118,0,10,13,12,60,50,50,0,0,0,65,50,50,0,0,0,60,65,50,0,60,70,55,50,45,70
Mads Hougaard,Denmark,24,Frem,0,0,,,,4-3-1972,01-07-1996,,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,94,125,0,9,9,18,50,60,50,55,50,55,55,50,45,15,0,0,50,60,50,60,55,70,35,50,60,70
Tim Ils?,Denmark,20,Frem,0,0,,,,1-7-1976,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,100,100,0,0,0,0,0,2,2,2,2,0,2,84,128,0,9,14,14,50,50,65,50,45,60,55,50,60,0,0,0,45,60,50,55,50,45,45,70,60,45
Henrik Jacobsen,Denmark,24,Frem,0,0,,,,11-2-1972,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,86,108,0,10,9,12,60,50,70,40,50,50,65,50,55,0,0,0,55,65,65,70,50,75,50,50,60,70
Allan Jensen,Denmark,27,Frem,0,0,,,,1-9-1968,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,92,115,0,10,12,10,55,55,50,0,0,0,60,50,55,0,0,0,65,65,55,0,50,45,50,50,60,45
Thomas Jensen,Denmark,30,Frem,0,0,,,,7-6-1966,01-07-1996,,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,92,118,0,14,16,12,65,50,45,40,50,50,65,40,45,40,0,0,40,70,60,70,60,75,65,65,65,70
Martin Jeppesen,Denmark,25,Frem,0,0,,,,29-12-1970,01-07-1996,,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,2,2,0,2,2,2,92,98,0,13,13,14,55,45,50,50,45,35,45,60,55,0,0,0,55,40,40,35,50,45,75,35,40,40
Claus J?rgensen,Denmark,24,Frem,0,0,,,,19-3-1972,01-07-1996,,0,100,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,89,125,0,8,9,14,60,40,50,40,45,50,65,50,60,0,0,0,60,60,60,65,45,65,50,45,45,65
Johnny Kongsb?g,Denmark,29,Frem,0,0,,,,1-12-1966,01-07-1996,,0,100,100,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2,85,100,0,9,8,4,45,50,45,50,55,40,45,45,50,50,0,0,45,45,40,45,45,45,50,40,35,40
Casper Larsen,Denmark,22,Frem,0,0,,,,10-10-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,93,136,0,13,14,12,50,45,65,90,85,50,40,50,60,0,0,0,45,50,45,35,50,45,50,60,40,45
Dennis Andersen,Denmark,22,Frem,0,0,,,,24-9-1973,01-07-1996,,0,0,0,0,0,0,0,100,0,100,100,0,100,100,0,100,0,0,0,0,2,2,2,0,2,1,86,121,0,13,12,18,50,60,50,50,60,65,50,45,50,0,0,0,50,65,50,60,60,70,50,50,50,70
Kim Mikkelsen,Denmark,30,Frem,0,0,,,,24-11-1965,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,97,110,0,9,14,18,60,50,60,50,50,50,65,55,55,0,0,0,55,55,60,65,50,55,40,60,60,55
Claus Mohrhagen,Denmark,25,Frem,0,0,,,,17-6-1971,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,83,94,0,13,10,4,45,40,40,50,45,50,55,45,50,0,0,0,40,40,40,50,35,40,50,60,50,45
Bo Nilsson,Denmark,26,Frem,0,0,,,,11-8-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,101,122,0,12,12,12,60,60,60,45,60,60,65,60,60,85,0,0,50,65,55,60,45,70,45,60,55,50
Morten Svan,Denmark,26,Frem,0,0,,,,23-12-1969,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesper ?rneborg,Denmark,28,Frem,0,0,,,,13-6-1968,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,85,126,0,10,9,12,60,50,70,40,50,50,65,50,55,30,0,0,55,65,65,70,50,75,50,50,60,70
Claus ?stergaard,Denmark,26,Frem,0,0,,,,31-5-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Balslev,Denmark,24,Frem,0,0,,,,27-1-1972,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,95,127,0,12,14,18,60,60,35,60,65,70,55,50,55,0,0,0,65,50,50,65,55,55,50,65,45,70
Rasmus B?je,Denmark,24,Frem,0,0,,,,4-7-1971,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torben Frank,Denmark,28,Frem,0,0,,,,16-6-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,111,128,0,17,17,16,85,80,60,90,85,85,50,70,70,0,0,65,85,80,65,40,70,80,80,85,50,75
Michael Giolbas,Denmark,26,Frem,0,0,,,,26-6-1970,01-07-1996,,0,0,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,98,108,0,7,7,4,40,45,50,40,45,40,45,40,45,60,0,0,45,50,45,50,40,45,50,40,45,25
Karim Granini,Denmark,23,Frem,0,0,,,,15-12-1972,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars Hansen,Denmark,21,Frem,0,0,,,,5-11-1974,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troels Hansen,Denmark,22,Frem,0,0,,,,16-8-1973,01-07-1996,,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,93,109,0,8,10,14,50,55,55,40,50,60,55,55,50,0,0,0,50,60,60,55,60,55,55,45,55,40
Ren? Boilesen,Denmark,23,Fremad A.,0,0,,,,22-5-1973,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Mortensen,Denmark,22,Fremad A.,0,0,,,,29-1-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,87,123,0,14,10,10,50,45,45,45,50,40,45,45,40,0,0,0,50,60,45,50,55,40,65,45,45,40
Bo Nielsen,Denmark,29,Fremad A.,0,0,,,,14-6-1967,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,96,110,0,9,12,12,45,45,65,60,50,60,35,50,45,0,0,0,65,65,50,45,55,40,50,45,50,45
S?ren Nielsen,Denmark,28,Fremad A.,0,0,,,,13-1-1968,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,95,109,0,11,12,15,70,45,80,60,70,80,60,65,50,0,0,85,35,20,20,40,50,75,50,75,70,70
Christian Nordskov,Denmark,23,Fremad A.,0,0,,,,18-1-1973,01-07-1996,,0,100,100,100,50,50,50,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,2,2,82,110,0,13,14,16,60,50,75,35,50,50,60,40,45,0,0,0,50,45,50,60,45,70,50,65,60,70
Karim Quade,Denmark,22,Fremad A.,0,0,,,,7-7-1973,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,81,111,0,11,9,14,45,50,40,40,45,45,5,45,45,0,0,0,60,45,45,50,60,45,50,40,60,45
Morten Schmidt,Denmark,23,Fremad A.,0,0,,,,25-2-1973,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,96,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Schultz,Denmark,21,Fremad A.,0,0,,,,12-2-1975,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,87,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Storm,Denmark,22,Fremad A.,0,0,,,,6-7-1973,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars S?gaard,Denmark,24,Fremad A.,0,0,,,,1-1-1972,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,85,110,0,12,12,18,50,60,20,55,65,70,35,45,35,50,0,0,40,60,65,35,75,50,50,65,50,35
Peter ?stergaard,Denmark,21,Fremad A.,0,0,,,,7-2-1975,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,105,136,0,13,13,16,60,45,55,35,50,50,60,50,65,0,0,0,45,55,50,55,50,65,50,70,65,75
Michael Fahl?n,Denmark,28,Fremad A.,0,0,,,,31-1-1968,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,88,116,0,12,12,14,60,40,70,0,0,0,65,55,60,0,0,0,50,55,55,0,40,50,50,50,45,50
Francois Pignot,France,27,Fremad A.,0,0,,,,6-7-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,84,129,0,10,14,8,45,50,80,40,50,45,40,40,35,0,0,0,45,40,55,50,40,50,75,50,40,50
Jacques Pignot,France,26,Fremad A.,0,0,,,,15-12-1969,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,111,119,0,9,7,14,50,65,50,35,45,50,65,40,50,0,0,0,45,60,60,50,50,45,50,45,50,45
Johnny Hansen,Denmark,32,Fremad A.,0,0,,,,25-3-1964,01-07-1996,,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,2,2,0,2,2,0,94,109,0,10,9,14,55,55,65,40,55,50,50,50,65,55,0,0,40,65,50,55,50,55,45,50,55,45
Ren? Hansen,Denmark,31,Fremad A.,0,0,,,,18-4-1965,01-07-1996,,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,93,103,0,8,8,20,50,45,35,45,45,40,60,60,65,0,0,0,60,50,45,50,40,45,50,50,45,40
